Descripción,Categoría ISO 25010,Estado del Requisito,Historia Relacionada,ID,Prioridad,Req ID,Tipo,Última Edición,Última Edición (tiempo)
"NFR-132: Todas las operaciones de almacén deben procesarse de forma atómica, garantizando que los datos se mantengan íntegros ante cualquier interrupción técnica.",Reliability,Aprobado,INV-006: Gestión de Movimientos de Inventario (https://www.notion.so/INV-006-Gesti-n-de-Movimientos-de-Inventario-2c587c56a82880ef9af8f239049c4b3c?pvs=21),132,Alta,NFR-132,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
NFR-133: El motor de validación de existencias debe operar con latencia mínima para no retrasar el despacho de materiales al personal operativo.,Performance Efficiency,Aprobado,INV-006: Gestión de Movimientos de Inventario (https://www.notion.so/INV-006-Gesti-n-de-Movimientos-de-Inventario-2c587c56a82880ef9af8f239049c4b3c?pvs=21),133,Alta,NFR-133,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
NFR-134: El sistema asegurará la consistencia entre los registros de inventario y los centros de costo operativos definidos en la arquitectura del sistema.,Reliability,Aprobado,INV-006: Gestión de Movimientos de Inventario (https://www.notion.so/INV-006-Gesti-n-de-Movimientos-de-Inventario-2c587c56a82880ef9af8f239049c4b3c?pvs=21),134,Alta,NFR-134,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
NFR-135: El rendimiento del sistema debe permitir el procesamiento de múltiples transacciones de almacén simultáneas sin degradación del tiempo de respuesta.,Performance Efficiency,Aprobado,INV-006: Gestión de Movimientos de Inventario (https://www.notion.so/INV-006-Gesti-n-de-Movimientos-de-Inventario-2c587c56a82880ef9af8f239049c4b3c?pvs=21),135,Media,NFR-135,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
NFR-136: El sistema contará con mecanismos de contingencia para encolar transacciones en caso de indisponibilidad temporal de los módulos de integración.,Reliability,Aprobado,INV-006: Gestión de Movimientos de Inventario (https://www.notion.so/INV-006-Gesti-n-de-Movimientos-de-Inventario-2c587c56a82880ef9af8f239049c4b3c?pvs=21),136,Media,NFR-136,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-137: El sistema presentará una lista consolidada de activos en estado preliminar o de revisión, con indicadores visuales de urgencia y tiempo en espera.",Functional Suitability,Aprobado,INV-007: Validación y Alta de Activos Nuevos (https://www.notion.so/INV-007-Validaci-n-y-Alta-de-Activos-Nuevos-2c587c56a828803886b0efd1148ce6b4?pvs=21),137,Alta,FR-137,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-138: La interfaz de revisión técnica destacará los campos obligatorios faltantes según la clase de activo, guiando al ingeniero en la completitud de la ficha técnica.",Functional Suitability,Aprobado,INV-007: Validación y Alta de Activos Nuevos (https://www.notion.so/INV-007-Validaci-n-y-Alta-de-Activos-Nuevos-2c587c56a828803886b0efd1148ce6b4?pvs=21),138,Alta,FR-138,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
FR-139: El sistema permitirá la edición controlada de los atributos técnicos durante el proceso de validación técnica.,Functional Suitability,Aprobado,INV-007: Validación y Alta de Activos Nuevos (https://www.notion.so/INV-007-Validaci-n-y-Alta-de-Activos-Nuevos-2c587c56a828803886b0efd1148ce6b4?pvs=21),139,Alta,FR-139,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
FR-140: La aprobación del activo disparará la sincronización automática de los datos técnicos hacia los módulos de visualización y planificación operativa.,Functional Suitability,Aprobado,INV-007: Validación y Alta de Activos Nuevos (https://www.notion.so/INV-007-Validaci-n-y-Alta-de-Activos-Nuevos-2c587c56a828803886b0efd1148ce6b4?pvs=21),140,Alta,FR-140,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
FR-141: El sistema implementará un flujo de devolución técnica que requiera la documentación obligatoria del motivo del rechazo para fines de trazabilidad administrativa.,Functional Suitability,Aprobado,INV-007: Validación y Alta de Activos Nuevos (https://www.notion.so/INV-007-Validaci-n-y-Alta-de-Activos-Nuevos-2c587c56a828803886b0efd1148ce6b4?pvs=21),141,Alta,FR-141,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-142: Tras la activación, el sistema permitirá el enriquecimiento progresivo de la ficha técnica con parámetros de rendimiento y límites operativos avanzados.",Functional Suitability,Aprobado,INV-007: Validación y Alta de Activos Nuevos (https://www.notion.so/INV-007-Validaci-n-y-Alta-de-Activos-Nuevos-2c587c56a828803886b0efd1148ce6b4?pvs=21),142,Media,FR-142,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
FR-143: El sistema generará reportes técnicos sobre el estado del alta de activos para soportar las auditorías de gestión de activos bajo ISO 55001.,Functional Suitability,Aprobado,INV-007: Validación y Alta de Activos Nuevos (https://www.notion.so/INV-007-Validaci-n-y-Alta-de-Activos-Nuevos-2c587c56a828803886b0efd1148ce6b4?pvs=21),143,Media,FR-143,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
NFR-144: El sistema debe validar estrictamente la presencia de toda la documentación mandatoria antes de permitir el cambio de estado operativo.,Reliability,Aprobado,INV-007: Validación y Alta de Activos Nuevos (https://www.notion.so/INV-007-Validaci-n-y-Alta-de-Activos-Nuevos-2c587c56a828803886b0efd1148ce6b4?pvs=21),144,Alta,NFR-144,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
NFR-145: El proceso de alta y activación de activos debe garantizar la integridad referencial en todos los módulos dependientes del sistema.,Reliability,Aprobado,INV-007: Validación y Alta de Activos Nuevos (https://www.notion.so/INV-007-Validaci-n-y-Alta-de-Activos-Nuevos-2c587c56a828803886b0efd1148ce6b4?pvs=21),145,Alta,NFR-145,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
NFR-146: La consulta de activos pendientes de validación debe responder en < 3s incluso bajo condiciones de alta carga de datos en el sistema.,Performance Efficiency,Aprobado,INV-007: Validación y Alta de Activos Nuevos (https://www.notion.so/INV-007-Validaci-n-y-Alta-de-Activos-Nuevos-2c587c56a828803886b0efd1148ce6b4?pvs=21),146,Media,NFR-146,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
NFR-147: El sistema contará con un servicio de notificaciones asincrónicas para comunicar los resultados de las revisiones técnicas al personal interesado.,Reliability,Aprobado,INV-007: Validación y Alta de Activos Nuevos (https://www.notion.so/INV-007-Validaci-n-y-Alta-de-Activos-Nuevos-2c587c56a828803886b0efd1148ce6b4?pvs=21),147,Media,NFR-147,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
NFR-148: La integración de datos entre los módulos de inventario y visualización debe completarse en un tiempo que garantice la disponibilidad inmediata de la información técnica.,Reliability,Aprobado,INV-007: Validación y Alta de Activos Nuevos (https://www.notion.so/INV-007-Validaci-n-y-Alta-de-Activos-Nuevos-2c587c56a828803886b0efd1148ce6b4?pvs=21),148,Media,NFR-148,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-149: El sistema monitoreará los niveles de stock disponible, generando notificaciones automáticas con niveles de severidad diferenciados según la clasificación técnica del repuesto.",Functional Suitability,Aprobado,INV-021: Monitor de Reabastecimiento (Stock Alerts) (https://www.notion.so/INV-021-Monitor-de-Reabastecimiento-Stock-Alerts-2c687c56a828802bbe9fd7359783631f?pvs=21),149,Alta,FR-149,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-150: El tablero de gestión presentará el estado consolidado de las alertas activas, permitiendo el filtrado por prioridad, ubicación y tipo de material técnico.",Functional Suitability,Aprobado,INV-021: Monitor de Reabastecimiento (Stock Alerts) (https://www.notion.so/INV-021-Monitor-de-Reabastecimiento-Stock-Alerts-2c687c56a828802bbe9fd7359783631f?pvs=21),150,Alta,FR-150,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-151: El sistema integrará el flujo de alertas con la generación de requerimientos de adquisición, pre-completando la información técnica para agilizar el proceso de compra.",Functional Suitability,Aprobado,INV-021: Monitor de Reabastecimiento (Stock Alerts) (https://www.notion.so/INV-021-Monitor-de-Reabastecimiento-Stock-Alerts-2c687c56a828802bbe9fd7359783631f?pvs=21),151,Alta,FR-151,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-152: La resolución de condiciones de bajo stock disparará el cierre automático de las alertas, manteniendo la integridad cronológica entre la recepción y la normalización del inventario.",Functional Suitability,Aprobado,INV-021: Monitor de Reabastecimiento (Stock Alerts) (https://www.notion.so/INV-021-Monitor-de-Reabastecimiento-Stock-Alerts-2c687c56a828802bbe9fd7359783631f?pvs=21),152,Alta,FR-152,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-153: El sistema permitirá la consolidación periódica de requerimientos para materiales de baja rotación o criticidad menor, optimizando la gestión administrativa del almacén.",Functional Suitability,Aprobado,INV-021: Monitor de Reabastecimiento (Stock Alerts) (https://www.notion.so/INV-021-Monitor-de-Reabastecimiento-Stock-Alerts-2c687c56a828802bbe9fd7359783631f?pvs=21),153,Media,FR-153,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
FR-154: El personal autorizado podrá ajustar dinámicamente los umbrales de seguridad y puntos de reposición según las variaciones estacionales o de demanda operativa.,Functional Suitability,Aprobado,INV-021: Monitor de Reabastecimiento (Stock Alerts) (https://www.notion.so/INV-021-Monitor-de-Reabastecimiento-Stock-Alerts-2c687c56a828802bbe9fd7359783631f?pvs=21),154,Media,FR-154,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-155: El sistema proporcionará reportes ejecutivos sobre la eficiencia del reabastecimiento, analizando los tiempos de respuesta ante alertas críticas.",Functional Suitability,Aprobado,INV-021: Monitor de Reabastecimiento (Stock Alerts) (https://www.notion.so/INV-021-Monitor-de-Reabastecimiento-Stock-Alerts-2c687c56a828802bbe9fd7359783631f?pvs=21),155,Baja,FR-155,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
NFR-156: La detección de condiciones críticas de stock debe realizarse con la frecuencia necesaria para garantizar la veracidad de la información operativa.,Performance Efficiency,Aprobado,INV-021: Monitor de Reabastecimiento (Stock Alerts) (https://www.notion.so/INV-021-Monitor-de-Reabastecimiento-Stock-Alerts-2c687c56a828802bbe9fd7359783631f?pvs=21),156,Alta,NFR-156,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
"NFR-157: El sistema garantizará la entrega de notificaciones críticas a través de múltiples canales, asegurando que el personal responsable sea alertado de forma oportuna.",Reliability,Aprobado,INV-021: Monitor de Reabastecimiento (Stock Alerts) (https://www.notion.so/INV-021-Monitor-de-Reabastecimiento-Stock-Alerts-2c687c56a828802bbe9fd7359783631f?pvs=21),157,Alta,NFR-157,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
NFR-158: La interfaz de monitoreo de alertas debe soportar la visualización eficiente de grandes volúmenes de datos con una respuesta < 2s.,Performance Efficiency,Aprobado,INV-021: Monitor de Reabastecimiento (Stock Alerts) (https://www.notion.so/INV-021-Monitor-de-Reabastecimiento-Stock-Alerts-2c687c56a828802bbe9fd7359783631f?pvs=21),158,Media,NFR-158,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
NFR-159: La configuración de parámetros maestros de inventario debe realizarse de forma centralizada y entrar en vigencia inmediatamente sin interrupciones del servicio.,Usability,Aprobado,INV-021: Monitor de Reabastecimiento (Stock Alerts) (https://www.notion.so/INV-021-Monitor-de-Reabastecimiento-Stock-Alerts-2c687c56a828802bbe9fd7359783631f?pvs=21),159,Media,NFR-159,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-160: El sistema permitirá la creación de nodos raíz para la taxonomía industrial, cumpliendo con los niveles jerárquicos definidos en el estándar ISO 14224.",Functional Suitability,Aprobado,INV-027: Creación de Ubicaciones Funcionales (Functional Locations) (https://www.notion.so/INV-027-Creaci-n-de-Ubicaciones-Funcionales-Functional-Locations-30a87c56a82880e3a799fb6f65d7aae2?pvs=21),160,Alta,FR-160,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-161: El sistema validará que cada nueva ubicación funcional mantenga una relación jerárquica coherente con su nodo superior, impidiendo la creación de niveles desordenados.",Functional Suitability,Aprobado,INV-027: Creación de Ubicaciones Funcionales (Functional Locations) (https://www.notion.so/INV-027-Creaci-n-de-Ubicaciones-Funcionales-Functional-Locations-30a87c56a82880e3a799fb6f65d7aae2?pvs=21),161,Alta,FR-161,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
"FR-162: Se proporcionarán funciones para reorganizar dinámicamente la estructura del árbol técnico, validando la integridad de las relaciones ante cada ajuste estructural.",Functional Suitability,Aprobado,INV-027: Creación de Ubicaciones Funcionales (Functional Locations) (https://www.notion.so/INV-027-Creaci-n-de-Ubicaciones-Funcionales-Functional-Locations-30a87c56a82880e3a799fb6f65d7aae2?pvs=21),162,Media,FR-162,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
FR-163: El sistema restringirá la eliminación de ubicaciones técnicas que cuenten con activos instalados o dependencias jerárquicas activas para prevenir la orfandad de datos.,Functional Suitability,Aprobado,INV-027: Creación de Ubicaciones Funcionales (Functional Locations) (https://www.notion.so/INV-027-Creaci-n-de-Ubicaciones-Funcionales-Functional-Locations-30a87c56a82880e3a799fb6f65d7aae2?pvs=21),163,Media,FR-163,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
FR-164: Se incluirán capacidades de búsqueda técnica para localizar rápidamente posiciones operativas dentro de la estructura organizacional compleja.,Functional Suitability,Aprobado,INV-027: Creación de Ubicaciones Funcionales (Functional Locations) (https://www.notion.so/INV-027-Creaci-n-de-Ubicaciones-Funcionales-Functional-Locations-30a87c56a82880e3a799fb6f65d7aae2?pvs=21),164,Baja,FR-164,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
FR-165: El sistema permitirá la generación de reportes sobre la arquitectura completa de ubicaciones funcionales para soportar procesos de planificación estratégica.,Functional Suitability,Aprobado,INV-027: Creación de Ubicaciones Funcionales (Functional Locations) (https://www.notion.so/INV-027-Creaci-n-de-Ubicaciones-Funcionales-Functional-Locations-30a87c56a82880e3a799fb6f65d7aae2?pvs=21),165,Baja,FR-165,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
NFR-166: El motor de renderizado de la jerarquía debe soportar la visualización de estructuras extensas con una respuesta < 3s.,Performance Efficiency,Aprobado,INV-027: Creación de Ubicaciones Funcionales (Functional Locations) (https://www.notion.so/INV-027-Creaci-n-de-Ubicaciones-Funcionales-Functional-Locations-30a87c56a82880e3a799fb6f65d7aae2?pvs=21),166,Alta,NFR-166,NFR,juan david julio serrano,"March 1, 2026 1:18 PM"
NFR-167: Los algoritmos de validación jerárquica deben detectar ciclos y errores estructurales en < 1s.,Reliability,Aprobado,INV-027: Creación de Ubicaciones Funcionales (Functional Locations) (https://www.notion.so/INV-027-Creaci-n-de-Ubicaciones-Funcionales-Functional-Locations-30a87c56a82880e3a799fb6f65d7aae2?pvs=21),167,Alta,NFR-167,NFR,juan david julio serrano,"March 1, 2026 1:18 PM"
NFR-168: Las operaciones de reestructuración de la jerarquía deben realizarse de forma transaccional para asegurar la consistencia absoluta de los datos maestros.,Reliability,Aprobado,INV-027: Creación de Ubicaciones Funcionales (Functional Locations) (https://www.notion.so/INV-027-Creaci-n-de-Ubicaciones-Funcionales-Functional-Locations-30a87c56a82880e3a799fb6f65d7aae2?pvs=21),168,Media,NFR-168,NFR,juan david julio serrano,"March 1, 2026 1:18 PM"
NFR-169: El sistema implementará mecanismos de control de concurrencia para evitar conflictos ante la edición simultánea de la estructura técnica por múltiples ingenieros.,Reliability,Aprobado,INV-027: Creación de Ubicaciones Funcionales (Functional Locations) (https://www.notion.so/INV-027-Creaci-n-de-Ubicaciones-Funcionales-Functional-Locations-30a87c56a82880e3a799fb6f65d7aae2?pvs=21),169,Media,NFR-169,NFR,juan david julio serrano,"March 1, 2026 1:18 PM"
"FR-170: El sistema permitirá la creación de repuestos capturando su identificador único (SKU), descripción técnica, fabricante y clasificación industrial.",Functional Suitability,Aprobado,INV-031: Gestión de Catálogo de Repuestos (Part Master) (https://www.notion.so/INV-031-Gesti-n-de-Cat-logo-de-Repuestos-Part-Master-30c87c56a828806281dbcd3c07b7ec73?pvs=21),170,Alta,FR-170,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
"FR-171: El sistema implementará rutinas de detección de redundancia durante el registro, analizando la similitud textual entre los repuestos nuevos y existentes.",Functional Suitability,Aprobado,INV-031: Gestión de Catálogo de Repuestos (Part Master) (https://www.notion.so/INV-031-Gesti-n-de-Cat-logo-de-Repuestos-Part-Master-30c87c56a828806281dbcd3c07b7ec73?pvs=21),171,Alta,FR-171,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
"FR-172: Se proporcionará un selector jerárquico para la clasificación de materiales, permitiendo navegar a través de clases, familias y grupos técnicos.",Functional Suitability,Aprobado,INV-031: Gestión de Catálogo de Repuestos (Part Master) (https://www.notion.so/INV-031-Gesti-n-de-Cat-logo-de-Repuestos-Part-Master-30c87c56a828806281dbcd3c07b7ec73?pvs=21),172,Alta,FR-172,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
"FR-173: El sistema configurará dinámicamente los campos de gestión de inventario (puntos de reorden, ubicaciones) basándose en la política de suministro del material.",Functional Suitability,Aprobado,INV-031: Gestión de Catálogo de Repuestos (Part Master) (https://www.notion.so/INV-031-Gesti-n-de-Cat-logo-de-Repuestos-Part-Master-30c87c56a828806281dbcd3c07b7ec73?pvs=21),173,Alta,FR-173,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
FR-174: El sistema permitirá la actualización de los atributos técnicos y las políticas de stock de los repuestos existentes mediante procesos debidamente auditados.,Functional Suitability,Aprobado,INV-031: Gestión de Catálogo de Repuestos (Part Master) (https://www.notion.so/INV-031-Gesti-n-de-Cat-logo-de-Repuestos-Part-Master-30c87c56a828806281dbcd3c07b7ec73?pvs=21),174,Media,FR-174,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
"FR-175: Se incluirán capacidades de búsqueda avanzada para localizar materiales por múltiples criterios técnicos, optimizando la respuesta ante solicitudes masivas.",Functional Suitability,Aprobado,INV-031: Gestión de Catálogo de Repuestos (Part Master) (https://www.notion.so/INV-031-Gesti-n-de-Cat-logo-de-Repuestos-Part-Master-30c87c56a828806281dbcd3c07b7ec73?pvs=21),175,Media,FR-175,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
FR-176: El sistema permitirá generar reportes consolidados del catálogo maestro de repuestos para facilitar los procesos de inventario cíclico y auditoría.,Functional Suitability,Aprobado,INV-031: Gestión de Catálogo de Repuestos (Part Master) (https://www.notion.so/INV-031-Gesti-n-de-Cat-logo-de-Repuestos-Part-Master-30c87c56a828806281dbcd3c07b7ec73?pvs=21),176,Baja,FR-176,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
NFR-177: La validación de unicidad de los identificadores de repuestos debe realizarse en < 1s para asegurar la fluidez del proceso administrativo.,Performance Efficiency,Aprobado,INV-031: Gestión de Catálogo de Repuestos (Part Master) (https://www.notion.so/INV-031-Gesti-n-de-Cat-logo-de-Repuestos-Part-Master-30c87c56a828806281dbcd3c07b7ec73?pvs=21),177,Alta,NFR-177,NFR,juan david julio serrano,"March 1, 2026 1:18 PM"
NFR-178: El motor de detección de duplicados debe operar con un tiempo de respuesta < 2s para minimizar la creación de registros redundantes.,Performance Efficiency,Aprobado,INV-031: Gestión de Catálogo de Repuestos (Part Master) (https://www.notion.so/INV-031-Gesti-n-de-Cat-logo-de-Repuestos-Part-Master-30c87c56a828806281dbcd3c07b7ec73?pvs=21),178,Alta,NFR-178,NFR,juan david julio serrano,"March 1, 2026 1:18 PM"
"NFR-179: La validación taxonómica debe realizarse en < 1s, empleando mecanismos de almacenamiento temporal para optimizar la consulta de las tablas maestras de categorías.",Performance Efficiency,Aprobado,INV-031: Gestión de Catálogo de Repuestos (Part Master) (https://www.notion.so/INV-031-Gesti-n-de-Cat-logo-de-Repuestos-Part-Master-30c87c56a828806281dbcd3c07b7ec73?pvs=21),179,Alta,NFR-179,NFR,juan david julio serrano,"March 1, 2026 1:18 PM"
NFR-180: El sistema debe garantizar un rendimiento de búsqueda constante incluso ante catálogos de materiales extensos.,Performance Efficiency,Aprobado,INV-031: Gestión de Catálogo de Repuestos (Part Master) (https://www.notion.so/INV-031-Gesti-n-de-Cat-logo-de-Repuestos-Part-Master-30c87c56a828806281dbcd3c07b7ec73?pvs=21),180,Media,NFR-180,NFR,juan david julio serrano,"March 1, 2026 1:18 PM"
NFR-181: El sistema asegurará la compatibilidad y conversión de unidades de medida para mantener la consistencia técnica en todas las transacciones de inventario.,Compatibility,Aprobado,INV-031: Gestión de Catálogo de Repuestos (Part Master) (https://www.notion.so/INV-031-Gesti-n-de-Cat-logo-de-Repuestos-Part-Master-30c87c56a828806281dbcd3c07b7ec73?pvs=21),181,Media,NFR-181,NFR,juan david julio serrano,"March 1, 2026 1:18 PM"
"FR-182: El sistema permitirá al Inspector HSEQ activar/desactivar capa de ""Permisos de Trabajo"" mediante interruptor (toggle) en barra lateral. Al activarse, capa se superpone sobre mapa 2D de planta sin oscurecer contexto de base. Botón muestra estado actual (Activado/Desactivado) con contador de permisos activos: ""Permisos (5)"".",Functional Suitability,Aprobado,VIS-008: Visualización de Capa de Permisos de Trabajo (https://www.notion.so/VIS-008-Visualizaci-n-de-Capa-de-Permisos-de-Trabajo-2c587c56a82880858dd2eebd60f2b269?pvs=21),182,Alta,FR-182,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
"FR-183: El sistema renderizará iconos visuales para cada Permiso de Trabajo alineados con la filosofía HPHMI [TR-011], utilizando codificación redundante (Color + Forma) sobre el fondo gris industrial.",Functional Suitability,Aprobado,VIS-008: Visualización de Capa de Permisos de Trabajo (https://www.notion.so/VIS-008-Visualizaci-n-de-Capa-de-Permisos-de-Trabajo-2c587c56a82880858dd2eebd60f2b269?pvs=21),183,Alta,FR-183,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
"FR-184: Al hacer clic sobre icono de Permiso, sistema despliega tarjeta compacta (emergente) sin tapar contexto del mapa. Contenido: (a) Tipo de Permiso (etiqueta), (b) Contratista (nombre), (c) Responsable HSEQ (nombre), (d) Hora Inicio (formato HH:MM), (e) Hora Fin (formato HH:MM), (f) Estado (Activo / Próximo a Expirar / Expirado), (g) Botón ""Ver Detalles Completos"" que abre modal con info ampliada. Tarjeta se cierra al hacer clic fuera de ella o presionar ESC.",Functional Suitability,Aprobado,VIS-008: Visualización de Capa de Permisos de Trabajo (https://www.notion.so/VIS-008-Visualizaci-n-de-Capa-de-Permisos-de-Trabajo-2c587c56a82880858dd2eebd60f2b269?pvs=21),184,Alta,FR-184,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
"FR-185: El sistema implementará Validación de Integridad (Detección de Huérfanos): para cada Permiso de Trabajo activo, validar que existe un objeto 3D con Tag TAG_XXX en modelo cargado. Si Tag no existe o el enlace está roto: registrar evento de integridad comprometida, generar alerta visual en panel de notificaciones (borde rojo parpadeante) con texto ""Integridad de Seguridad Comprometida: 1 permiso sin visualización"". Validación ocurre cada 30 segundos o cuando carga modelo nuevo.",Functional Suitability,Aprobado,VIS-008: Visualización de Capa de Permisos de Trabajo (https://www.notion.so/VIS-008-Visualizaci-n-de-Capa-de-Permisos-de-Trabajo-2c587c56a82880858dd2eebd60f2b269?pvs=21),185,Alta,FR-185,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
"FR-186: El sistema mostrará panel lateral derecho titulado ""Fallos de Visualización"" (colapsable) que lista todos los Permisos con links rotos: columnas (Permiso ID, Tag Esperado, Tipo, Contratista, Acción: ""Resolver""). Inspector puede hacer clic en ""Resolver"" para abrir formulario de corrección (seleccionar Tag correcto de dropdown). Al resolver, icono se actualiza en mapa y permiso desaparece de lista de fallos.",Functional Suitability,Aprobado,VIS-008: Visualización de Capa de Permisos de Trabajo (https://www.notion.so/VIS-008-Visualizaci-n-de-Capa-de-Permisos-de-Trabajo-2c587c56a82880858dd2eebd60f2b269?pvs=21),186,Alta,FR-186,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
"FR-187: El sistema sincronizará permisos en tiempo real desde servicio de origen (frecuencia: cada 5-10 segundos). Al recibir actualización: agregar nuevos permisos, remover permisos expirados, actualizar estado de existentes. Cambios se reflejan instantáneamente en mapa sin refresco de página. Si el servicio de origen no responde por >30 segundos, mostrar alerta ""Capa de Permisos: fuente de datos no responde. Mostrando datos de hace X segundos.""",Functional Suitability,Aprobado,VIS-008: Visualización de Capa de Permisos de Trabajo (https://www.notion.so/VIS-008-Visualizaci-n-de-Capa-de-Permisos-de-Trabajo-2c587c56a82880858dd2eebd60f2b269?pvs=21),187,Media,FR-187,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
"FR-188: El sistema permitirá filtrado de permisos por tipo: checkboxes ""Caliente"", ""Alturas"", ""Confinado"", ""Izaje"". Al desseleccionar tipo, todos los iconos de ese tipo desaparecen del mapa; permisos siguen siendo auditados en backend. Los filtros seleccionados por el usuario se conservan durante la sesión.",Functional Suitability,Aprobado,VIS-008: Visualización de Capa de Permisos de Trabajo (https://www.notion.so/VIS-008-Visualizaci-n-de-Capa-de-Permisos-de-Trabajo-2c587c56a82880858dd2eebd60f2b269?pvs=21),188,Media,FR-188,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
"FR-189: Al pasar mouse sobre icono de Permiso (sin hacer clic), sistema muestra globo de información (tooltip) compacto (máx 3 líneas) con: Tipo + Contratista + ""Haz clic para más"". El globo desaparece 300ms después de mover mouse fuera del icono.",Functional Suitability,Aprobado,VIS-008: Visualización de Capa de Permisos de Trabajo (https://www.notion.so/VIS-008-Visualizaci-n-de-Capa-de-Permisos-de-Trabajo-2c587c56a82880858dd2eebd60f2b269?pvs=21),189,Baja,FR-189,FR,juan david julio serrano,"March 1, 2026 1:18 PM"
NFR-190: Renderizado de Capa: Renderizar capa de permisos (hasta 100 iconos simultáneos) sin degradar el rendimiento del mapa. FPS objetivo: >=60 FPS durante desplazamiento/panorámica (scroll/pan) del mapa con capa activada.,Performance Efficiency,Aprobado,VIS-008: Visualización de Capa de Permisos de Trabajo (https://www.notion.so/VIS-008-Visualizaci-n-de-Capa-de-Permisos-de-Trabajo-2c587c56a82880858dd2eebd60f2b269?pvs=21),190,Alta,NFR-190,NFR,juan david julio serrano,"March 1, 2026 1:18 PM"
"NFR-191: Latencia de Validación Detección de Huérfanos: Validación de integridad (check if Tag exists) debe completarse en <2 segundos para 100 permisos contra modelo de 10,000+ objetos 3D. El sistema utilizará estructuras o algoritmos de búsqueda optimizados en memoria para cumplir la métrica.",Performance Efficiency,Aprobado,VIS-008: Visualización de Capa de Permisos de Trabajo (https://www.notion.so/VIS-008-Visualizaci-n-de-Capa-de-Permisos-de-Trabajo-2c587c56a82880858dd2eebd60f2b269?pvs=21),191,Alta,NFR-191,NFR,juan david julio serrano,"March 1, 2026 1:18 PM"
NFR-192: Sincronización de Tiempo Real: Permisos nuevos deben aparecer en mapa dentro de <3 segundos desde API upstream. Latencia medida end-to-end (update en DB -> render en mapa).,Performance Efficiency,Aprobado,VIS-008: Visualización de Capa de Permisos de Trabajo (https://www.notion.so/VIS-008-Visualizaci-n-de-Capa-de-Permisos-de-Trabajo-2c587c56a82880858dd2eebd60f2b269?pvs=21),192,Alta,NFR-192,NFR,juan david julio serrano,"March 1, 2026 1:18 PM"
"NFR-193: Codificación Visual Accesible: Colores y formas deben cumplir estándar WCAG 2.1 AA para daltonismo. Usar paleta: Rojo (evitar solo rojo puro), Azul (evitar azul puro), Amarillo (alto contraste). Incluir leyenda visual clara en interfaz.",Usability,Aprobado,VIS-008: Visualización de Capa de Permisos de Trabajo (https://www.notion.so/VIS-008-Visualizaci-n-de-Capa-de-Permisos-de-Trabajo-2c587c56a82880858dd2eebd60f2b269?pvs=21),193,Alta,NFR-193,NFR,juan david julio serrano,"March 1, 2026 1:18 PM"
