Description,Global ID,ISO 25010:2023 Category,Last Edited,Last Edited By,Normative Reference,Priority,Related Story,Req ID,Status,TR,TR ID,Type
"The system shall provide an interface to add components to an existing Equipment Unit, validating the uniqueness of the component code within the parent unit prior to confirming creation.",239,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,"ISO 14224:2016, Section 6 — Taxonomy",High,3D Component Hierarchy Configuration (https://app.notion.com/p/3D-Component-Hierarchy-Configuration-39287c56a82880858eebc5a00515b69c?pvs=21),FR-239,Approved,,,FR
"The system shall allow the upload of 3D model files associated with components. The upload must not block the user interface, and the system shall manage the versioning of geometries.",240,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,Wireman Vol 4 - The Core CMMS Engine,Medium,3D Component Hierarchy Configuration (https://app.notion.com/p/3D-Component-Hierarchy-Configuration-39287c56a82880858eebc5a00515b69c?pvs=21),FR-240,Approved,,,FR
"The system shall support the relocation of components within the hierarchical tree via direct interface actions, validating the absence of relational cycles and recording structural changes in the history.",241,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,"ISO 14224:2016, Section 6 — Taxonomy",High,3D Component Hierarchy Configuration (https://app.notion.com/p/3D-Component-Hierarchy-Configuration-39287c56a82880858eebc5a00515b69c?pvs=21),FR-241,Approved,,,FR
"The system shall integrate the technical hierarchy with the Digital Twin visualization, allowing the rendering of a specific 3D model for an individual component during technical field queries.",242,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,WebGL / 3D Asset Management Standards,Medium,3D Component Hierarchy Configuration (https://app.notion.com/p/3D-Component-Hierarchy-Configuration-39287c56a82880858eebc5a00515b69c?pvs=21),FR-242,Approved,,,FR
"The system shall implement logical deletion (soft delete) of components, preserving the historical integrity of maintenance data and allowing the auditing of technical decommissionings.",243,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,"ISO 55001:2014, Clause 7.5 — Documented information",High,3D Component Hierarchy Configuration (https://app.notion.com/p/3D-Component-Hierarchy-Configuration-39287c56a82880858eebc5a00515b69c?pvs=21),FR-243,Approved,,,FR
The upload of 3D model files must not increase the latency of querying and editing operations for hierarchical tree metadata. Both operations must remain within their SLAs regardless of file size.,244,Performance Efficiency,"September 24, 2026 8:08 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Resource utilization),Medium,3D Component Hierarchy Configuration (https://app.notion.com/p/3D-Component-Hierarchy-Configuration-39287c56a82880858eebc5a00515b69c?pvs=21),NFR-244,Approved,,,NFR
Changes made to the technical hierarchy by an Engineer must be visible to other users without requiring a manual application restart.,245,Interaction Capability,"September 24, 2026 8:08 AM",juan david julio serrano,WebSockets / SSE Architecture Guidelines,Medium,3D Component Hierarchy Configuration (https://app.notion.com/p/3D-Component-Hierarchy-Configuration-39287c56a82880858eebc5a00515b69c?pvs=21),NFR-245,Approved,,,NFR
"The system shall guarantee the consistency of the hierarchical structure of Equipment Units, blocking any operation that generates cycles, orphan references, or relational inconsistencies in the tree.",246,Security,"September 24, 2026 8:08 AM",juan david julio serrano,ACID Database Transaction Properties (Referential Integrity),High,3D Component Hierarchy Configuration (https://app.notion.com/p/3D-Component-Hierarchy-Configuration-39287c56a82880858eebc5a00515b69c?pvs=21),NFR-246,Approved,,,NFR
"The system shall provide an interface for the creation of custom roles, allowing the definition of the name, description, and the modules over which the role will have authority.",247,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,NIST SP 800-192 (RBAC Framework),High,Role and Permission Matrix Management (Industrial RBAC) (https://app.notion.com/p/Role-and-Permission-Matrix-Management-Industrial-RBAC-39287c56a82880cb8ecbdb8f543ca3ba?pvs=21),FR-247,Approved,,,FR
"The system shall display a permissions matrix enabling granular configuration of allowed actions (Create, Read, Edit, Delete, Approve, Audit, Execute) for each module.",248,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,NIST SP 800-192 (RBAC Framework),High,Role and Permission Matrix Management (Industrial RBAC) (https://app.notion.com/p/Role-and-Permission-Matrix-Management-Industrial-RBAC-39287c56a82880cb8ecbdb8f543ca3ba?pvs=21),FR-248,Approved,,,FR
The system shall implement Segregation of Duties (SoD) validations to prevent the assignment of conflicting permissions that compromise the integrity of financial or operational processes.,249,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.5.3 (Segregation of Duties)",High,Role and Permission Matrix Management (Industrial RBAC) (https://app.notion.com/p/Role-and-Permission-Matrix-Management-Industrial-RBAC-39287c56a82880cb8ecbdb8f543ca3ba?pvs=21),FR-249,Approved,,,FR
"The system shall protect the integrity of the Root Administrator role, preventing its deletion or the restrictive editing of its fundamental privileges.",250,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.2 (Privileged Access Rights)",High,Role and Permission Matrix Management (Industrial RBAC) (https://app.notion.com/p/Role-and-Permission-Matrix-Management-Industrial-RBAC-39287c56a82880cb8ecbdb8f543ca3ba?pvs=21),FR-250,Approved,,,FR
"The system shall allow the assignment of multiple roles to a single user, consolidating permissions under the principle of least privilege union.",251,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,NIST SP 800-192 (RBAC Framework),Medium,Role and Permission Matrix Management (Industrial RBAC) (https://app.notion.com/p/Role-and-Permission-Matrix-Management-Industrial-RBAC-39287c56a82880cb8ecbdb8f543ca3ba?pvs=21),FR-251,Approved,,,FR
"The system shall generate a global permissions matrix for auditing purposes, exportable in standard formats for regulatory compliance reviews.",252,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.18 (Auditing)",Low,Role and Permission Matrix Management (Industrial RBAC) (https://app.notion.com/p/Role-and-Permission-Matrix-Management-Industrial-RBAC-39287c56a82880cb8ecbdb8f543ca3ba?pvs=21),FR-252,Approved,,,FR
The system shall issue informative warnings when role configurations are detected that do not align with the principle of least privilege.,253,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,Principle of Least Privilege (PoLP) Guidelines,Low,Role and Permission Matrix Management (Industrial RBAC) (https://app.notion.com/p/Role-and-Permission-Matrix-Management-Industrial-RBAC-39287c56a82880cb8ecbdb8f543ca3ba?pvs=21),FR-253,Approved,,,FR
The system shall allow the logical deactivation of custom roles; associated users shall lose access immediately while historical tracking is preserved.,254,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.5.18 (Access Rights)",High,Role and Permission Matrix Management (Industrial RBAC) (https://app.notion.com/p/Role-and-Permission-Matrix-Management-Industrial-RBAC-39287c56a82880cb8ecbdb8f543ca3ba?pvs=21),FR-254,Approved,,,FR
Validation Performance: The verification of structural conflicts within the permissions matrix must complete in < 500ms to avoid affecting the administrative experience.,255,Performance Efficiency,"September 24, 2026 8:08 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),Medium,Role and Permission Matrix Management (Industrial RBAC) (https://app.notion.com/p/Role-and-Permission-Matrix-Management-Industrial-RBAC-39287c56a82880cb8ecbdb8f543ca3ba?pvs=21),NFR-255,Approved,,,NFR
Authorization Latency: The querying of permissions during user operations must be imperceptible (< 10ms).,256,Performance Efficiency,"September 24, 2026 8:08 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,Role and Permission Matrix Management (Industrial RBAC) (https://app.notion.com/p/Role-and-Permission-Matrix-Management-Industrial-RBAC-39287c56a82880cb8ecbdb8f543ca3ba?pvs=21),NFR-256,Approved,,,NFR
Change Application: Updates to the permissions matrix must propagate to active sessions within a maximum time of 2 seconds.,257,Performance Efficiency,"September 24, 2026 8:08 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),Medium,Role and Permission Matrix Management (Industrial RBAC) (https://app.notion.com/p/Role-and-Permission-Matrix-Management-Industrial-RBAC-39287c56a82880cb8ecbdb8f543ca3ba?pvs=21),NFR-257,Approved,,,NFR
"The system shall provide an interface for user creation, automatically sending a secure activation link to the registered institutional email.",258,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.5.16 (Identity Management)",High,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),FR-258,Approved,,,FR
The system shall require each user to establish a robust personal password complying with defined technical complexity policies prior to their first access.,259,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,NIST SP 800-63B (Authentication Guidelines),High,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),FR-259,Approved,,,FR
"The system shall implement protection mechanisms against brute-force attacks, temporarily locking accounts following multiple failed authentication attempts.",260,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,NIST SP 800-63B (Authentication Guidelines),High,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),FR-260,Approved,,,FR
"The system shall allow password resets using single-use tokens with limited temporal validity, guaranteeing a secure recovery process.",261,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,OWASP Secure Coding Practices (Password Management),High,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),FR-261,Approved,,,FR
"The system shall allow the temporary suspension of users, immediately revoking all active accesses while maintaining the integrity of historical information.",262,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.5.18 (Access Rights)",High,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),FR-262,Approved,,,FR
"The system shall allow the restoration of suspended accounts, re-establishing original privileges and documenting the reason for reactivation.",263,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.5.18 (Access Rights)",Medium,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),FR-263,Approved,,,FR
The system shall implement the logical deletion (soft delete) of users to ensure that the traceability of historical actions remains intact for technical audits.,264,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.10 (Information Deletion)",High,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),FR-264,Approved,,,FR
"The system shall provide an administrative control dashboard enabling the visualization of the status, roles, and recent activity of all platform users.",265,Functional Suitability,"September 24, 2026 8:08 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.15 (Logging)",Medium,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),FR-265,Approved,,,FR
"The system shall allow users to manage their own security via periodic password changes, validating compliance with the policy against reusing previous credentials.",266,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,NIST SP 800-63B (Authentication Guidelines),High,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),FR-266,Approved,,,FR
"Secure Storage: Access credentials shall be managed using high-resistance cryptographic standards (e.g., hashing and salting) to prevent sensitive information leaks.",267,Security,"September 24, 2026 8:10 AM",juan david julio serrano,OWASP Secure Coding Practices,High,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),NFR-267,Approved,,,NFR
"Access Logging: The system shall maintain a detailed log of all login attempts, enabling forensic analysis and anomaly detection.",268,Security,"September 24, 2026 8:10 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.15 (Logging)",High,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),NFR-268,Approved,,,NFR
"Session Expiration: Security tokens shall operate under strict expiration policies, reducing the exposure window to potential unauthorized accesses.",269,Security,"September 24, 2026 8:10 AM",juan david julio serrano,OWASP Session Management Cheat Sheet,High,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),NFR-269,Approved,,,NFR
"Email Management: The dispatch of security notifications shall be performed asynchronously, guaranteeing the timely delivery of critical access alerts.",270,Performance Efficiency,"September 24, 2026 8:10 AM",juan david julio serrano,Enterprise Integration Patterns (Asynchronous Messaging),Medium,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),NFR-270,Approved,,,NFR
Sensitive Alerts: The system shall immediately notify the user of critical security events on their account to enable a rapid response.,271,Security,"September 24, 2026 8:10 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.5.24 (Information Security Incident Management)",High,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),NFR-271,Approved,,,NFR
Policy Control: Password complexity parameters shall be configurable by the administrator according to institutional security needs.,272,Security,"September 24, 2026 8:10 AM",juan david julio serrano,NIST SP 800-63B (Authentication Guidelines),High,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),NFR-272,Approved,,,NFR
Accessibility: Account recovery flows must be inclusive and compatible with visual or auditory assistive technologies.,273,Interaction Capability,"September 24, 2026 8:10 AM",juan david julio serrano,W3C Web Content Accessibility Guidelines (WCAG) 2.1 AA,Medium,User Management and Secure Life Cycle (https://app.notion.com/p/User-Management-and-Secure-Life-Cycle-39287c56a828805593eaccd88c063e0f?pvs=21),NFR-273,Approved,,,NFR
"The system shall provide an interface to configure ERP integration, allowing the structured definition of connection parameters and access credentials.",274,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,Enterprise Integration Patterns,High,ERP Integration Configuration (Simulation) (https://app.notion.com/p/ERP-Integration-Configuration-Simulation-39287c56a82880728f94e209eff9a896?pvs=21),FR-274,Approved,,,FR
The system shall allow connectivity testing to validate integration configurations and the status of external services.,275,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,Enterprise Integration Patterns,High,ERP Integration Configuration (Simulation) (https://app.notion.com/p/ERP-Integration-Configuration-Simulation-39287c56a82880728f94e209eff9a896?pvs=21),FR-275,Approved,,,FR
The system shall allow the definition of technical data mapping between ERP fields and the internal catalog of spare parts and Equipment Units.,276,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,"ISO 14224:2016, Section 6 — Taxonomy (Data Mapping)",High,ERP Integration Configuration (Simulation) (https://app.notion.com/p/ERP-Integration-Configuration-Simulation-39287c56a82880728f94e209eff9a896?pvs=21),FR-276,Approved,,,FR
"The system shall support the execution of synchronization tasks, allowing manual, scheduled, or simulation operating modes.",277,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,Data Synchronization Architectural Patterns,High,ERP Integration Configuration (Simulation) (https://app.notion.com/p/ERP-Integration-Configuration-Simulation-39287c56a82880728f94e209eff9a896?pvs=21),FR-277,Approved,,,FR
"The system shall generate Technical Purchase Requisitions based on Equipment Unit conditions, delegating the creation and management of the legal contract (Purchase Order) with the provider to the ERP.",278,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,Wireman Vol 2 - Procurement Workflows,High,ERP Integration Configuration (Simulation) (https://app.notion.com/p/ERP-Integration-Configuration-Simulation-39287c56a82880728f94e209eff9a896?pvs=21),FR-278,Approved,,,FR
The system shall maintain a detailed trail of synchronization executions to monitor data transfer integrity.,279,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,ACID Database Transaction Properties (Logging),High,ERP Integration Configuration (Simulation) (https://app.notion.com/p/ERP-Integration-Configuration-Simulation-39287c56a82880728f94e209eff9a896?pvs=21),FR-279,Approved,,,FR
The system shall allow the deactivation of the integration while preserving technical configurations and the accumulated historical trail.,280,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,Data Preservation Principles,High,ERP Integration Configuration (Simulation) (https://app.notion.com/p/ERP-Integration-Configuration-Simulation-39287c56a82880728f94e209eff9a896?pvs=21),FR-280,Approved,,,FR
Credential Encryption: Technical secrets and integration keys shall be managed using encrypted storage protocols.,281,Security,"September 24, 2026 8:10 AM",juan david julio serrano,OWASP Secure Coding Practices (Credential Management),High,ERP Integration Configuration (Simulation) (https://app.notion.com/p/ERP-Integration-Configuration-Simulation-39287c56a82880728f94e209eff9a896?pvs=21),NFR-281,Approved,,,NFR
Processing Capacity: The synchronization process must be capable of handling industrial data volumes within efficient execution times.,282,Performance Efficiency,"September 24, 2026 8:10 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Capacity),High,ERP Integration Configuration (Simulation) (https://app.notion.com/p/ERP-Integration-Configuration-Simulation-39287c56a82880728f94e209eff9a896?pvs=21),NFR-282,Approved,,,NFR
"Transit Security: Communications with external systems shall operate over encrypted channels (e.g., TLS) and feature automatic retry policies for network failures.",283,Security,"September 24, 2026 8:10 AM",juan david julio serrano,NIST SP 800-52 (Guidelines for the Selection and Use of TLS),High,ERP Integration Configuration (Simulation) (https://app.notion.com/p/ERP-Integration-Configuration-Simulation-39287c56a82880728f94e209eff9a896?pvs=21),NFR-283,Approved,,,NFR
"The system shall provide an interface for issuing informative announcements, allowing the definition of scope (global or role-based) and the communication's validity period.",284,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,Nielsen Norman Group (NN/g) - User Notifications,High,System Announcements Publishing (https://app.notion.com/p/System-Announcements-Publishing-39287c56a828804ab71ccfaa2c4e8f54?pvs=21),FR-284,Approved,,,FR
"The system shall display prominent visual notifications to target users, ensuring critical maintenance or safety messages are communicated effectively.",285,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,The High Performance HMI Handbook (Alarm & Notification Visibility),High,System Announcements Publishing (https://app.notion.com/p/System-Announcements-Publishing-39287c56a828804ab71ccfaa2c4e8f54?pvs=21),FR-285,Approved,,,FR
The system shall include a centralized notification center where users can consult the history of current and past announcements.,286,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,Nielsen Norman Group (NN/g) - Notification Centers,Medium,System Announcements Publishing (https://app.notion.com/p/System-Announcements-Publishing-39287c56a828804ab71ccfaa2c4e8f54?pvs=21),FR-286,Approved,,,FR
"The system shall allow the management of the announcement lifecycle, including the technical editing and deactivation of obsolete messages.",287,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,Content Lifecycle Management Best Practices,High,System Announcements Publishing (https://app.notion.com/p/System-Announcements-Publishing-39287c56a828804ab71ccfaa2c4e8f54?pvs=21),FR-287,Approved,,,FR
The system shall automate the removal of notices based on the temporal validity criteria defined by administration.,288,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,Content Lifecycle Management Best Practices,High,System Announcements Publishing (https://app.notion.com/p/System-Announcements-Publishing-39287c56a828804ab71ccfaa2c4e8f54?pvs=21),FR-288,Approved,,,FR
Delivery Performance: The processing and display of announcements must be performed efficiently to prevent degradation of initial platform access times.,289,Performance Efficiency,"September 24, 2026 8:10 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),Medium,System Announcements Publishing (https://app.notion.com/p/System-Announcements-Publishing-39287c56a828804ab71ccfaa2c4e8f54?pvs=21),NFR-289,Approved,,,NFR
"The system shall integrate an executive dashboard visualizing critical maintenance indicators (MTBF, MTTR, Availability) via interactive charts and comparative metrics.",290,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,"ISO 14224:2016, Annex E — Key Performance Indicators (KPIs)",High,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),FR-290,Approved,,,FR
"The system shall allow the analysis of historical trends, visualizing the evolution of operational reliability over defined temporal cycles.",291,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,"ISO 14224:2016, Annex E — Key Performance Indicators (KPIs)",High,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),FR-291,Approved,,,FR
"The system shall implement Pareto analysis to automatically identify Equipment Units with the highest stoppage frequency, facilitating the detection of critical components.",292,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,Reliability-Centered Maintenance (RCM) Principles - Pareto Analysis,High,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),FR-292,Approved,,,FR
"The system shall provide advanced filtering tools by geographical area, Equipment Unit criticality, and time ranges to facilitate focused diagnostics.",293,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,Nielsen Norman Group (NN/g) - Information Filtering,High,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),FR-293,Approved,,,FR
The system shall perform optimized processing of large historical data volumes to guarantee consolidated indicators with high availability without penalizing system operability.,294,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,Big Data Architecture Best Practices (OLAP),High,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),FR-294,Approved,,,FR
The system shall allow detailed drill-down exploration from summary charts to the individual technical records of affected Equipment Units.,295,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,Nielsen Norman Group (NN/g) - Progressive Disclosure (Drill-Down),High,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),FR-295,Approved,,,FR
"The system shall visually classify failure causes, allowing the identification of recurrent unavailability patterns by technical categories.",296,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,"ISO 14224:2016, Section 8 — Failure data",High,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),FR-296,Approved,,,FR
The system shall allow the extraction of consolidated data in structured formats for integration into external technical reports.,297,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,Data Export Standard Patterns (CSV/JSON),Medium,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),FR-297,Approved,,,FR
The system shall provide temporal comparison functionalities to evaluate the effectiveness of improvements implemented in maintenance plans.,298,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,Reliability-Centered Maintenance (RCM) Principles - Continuous Improvement,Medium,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),FR-298,Approved,,,FR
Response Performance: The visualization of the executive dashboard must guarantee initial load times of less than 2.5 seconds for the complete board.,299,Performance Efficiency,"September 24, 2026 8:10 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),NFR-299,Approved,,,NFR
Calculation Accuracy: Reliability formulas must strictly adhere to the industrial standards defined in ISO 14224.,300,Functional Suitability,"September 24, 2026 8:10 AM",juan david julio serrano,"ISO 14224:2016, Annex E — KPI Mathematical Formulas",High,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),FR-300,Approved,,,FR
Multiplatform Visualization: Graphic components must be fully responsive and functional across various modern devices and browsers.,301,Flexibility,"September 24, 2026 8:12 AM",juan david julio serrano,ISO/IEC 25010:2023 — Flexibility (Adaptability),High,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),NFR-301,Approved,,,NFR
Consistent Latency: The system shall guarantee a consistent recovery (< 500ms) of consolidated metrics for recurring queries.,302,Performance Efficiency,"September 24, 2026 8:12 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),NFR-302,Approved,,,NFR
Accessibility: Graphic visualizations must comply with contrast standards and inclusive navigation to guarantee access for all users.,303,Interaction Capability,"September 24, 2026 8:12 AM",juan david julio serrano,W3C Web Content Accessibility Guidelines (WCAG) 2.1 AA,High,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),NFR-303,Approved,,,NFR
"Void Handling: The system must coherently manage periods without captured data, preventing the generation of misleading indicators.",304,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,"ISO 14224:2016, Annex E — Data Quality",High,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),FR-304,Approved,,,FR
Report Protection: Data extracted from the system shall be managed under security and encryption protocols to protect the confidentiality of strategic information.,305,Security,"September 24, 2026 8:12 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.12 (Data Leakage Prevention)",High,Executive KPIs Dashboard (https://app.notion.com/p/Executive-KPIs-Dashboard-39287c56a828803bb408cea4bc1c120a?pvs=21),NFR-305,Approved,,,NFR
"The system shall allow the configuration and generation of technical reports in PDF/A format, allowing the selection of Equipment Units, areas, and periods of interest.",306,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,ISO 32000-1 (PDF/A Document Standards),High,PDF Report Export (https://app.notion.com/p/PDF-Report-Export-39287c56a828804f9042ef70aee4d487?pvs=21),FR-306,Approved,,,FR
The system shall validate the sufficiency of operational data prior to initiation to ensure the presented indicators are statistically representative.,307,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,"ISO 14224:2016, Section 5 — Data Collection Requirements",High,PDF Report Export (https://app.notion.com/p/PDF-Report-Export-39287c56a828804f9042ef70aee4d487?pvs=21),FR-307,Approved,,,FR
"The system shall process complex report generation via an asynchronous background task queue, returning a task identifier and notifying the user when the document is ready for download.",308,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,Asynchronous Worker / Message Queue Architectural Patterns,High,PDF Report Export (https://app.notion.com/p/PDF-Report-Export-39287c56a828804f9042ef70aee4d487?pvs=21),FR-308,Approved,,,FR
"Generated reports shall include an executive summary, graphic KPI visualizations, and technical detail tables following a professional and standardized format.",309,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,The High Performance HMI Handbook (Reporting),High,PDF Report Export (https://app.notion.com/p/PDF-Report-Export-39287c56a828804f9042ef70aee4d487?pvs=21),FR-309,Approved,,,FR
"The system shall offer automated email delivery as a secondary option, attaching the generated report to the requester's address.",310,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,Enterprise Integration Patterns,Medium,PDF Report Export (https://app.notion.com/p/PDF-Report-Export-39287c56a828804f9042ef70aee4d487?pvs=21),FR-310,Approved,,,FR
Efficiency and Concurrency: The processing of heavy reports (estimated up to 2 minutes) shall execute in an isolated process (Background Worker) to guarantee the server's availability is not blocked.,311,Performance Efficiency,"September 24, 2026 8:12 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Resource utilization),High,PDF Report Export (https://app.notion.com/p/PDF-Report-Export-39287c56a828804f9042ef70aee4d487?pvs=21),NFR-311,Approved,,,NFR
